record_status,schema_version,identity.source_product_id,identity.supplier_name,identity.supplier_url,identity.internal_sku,identity.handle,identity.title,identity.subtitle,commerce.currency,commerce.cost_price,commerce.selling_price,commerce.compare_at_price,commerce.option_names,commerce.variants,commerce.inventory_status,commerce.inventory_quantity,physical.weight.value,physical.weight.unit,physical.dimensions.length,physical.dimensions.width,physical.dimensions.height,physical.dimensions.unit,physical.material,physical.package_dimensions.length,physical.package_dimensions.width,physical.package_dimensions.height,physical.package_dimensions.unit,physical.package_weight.value,physical.package_weight.unit,content.short_description,content.long_description,content.feature_bullets,content.care_instructions,content.specifications,taxonomy.pet_type,taxonomy.product_category,taxonomy.collection,taxonomy.tags,assets.main_image,assets.gallery_images,assets.lifestyle_images,assets.thumbnail,operations.moq,operations.supplier_lead_time,operations.domestic_shipping_notes,operations.fulfillment_notes,cross_border.country_of_origin,cross_border.hs_code.value,cross_border.hs_code.status,cross_border.hs_code.evidence,cross_border.compliance_notes,cross_border.restricted_material_notes,provenance.source_url,provenance.source_evidence,provenance.status,provenance.last_verified_date
DRAFT,1.1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,UNVERIFIED,
